geometry,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,website,fcode,gnis_id,source,govt_level,tot_staff,spec_equip,sdr
POINT (-92.0850463901 30.5385800183),1011,11614358,SAINT LANDRY PARISH HEALTH UNIT,337-948-0220,308 WEST BLOCH STREET,,OPELOUSAS,LA,70570,5214,ST LANDRY,22097,,,,,2009-11-20T00:00:00.000Z,PHONE,2009-11-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,114411277,-92.085046,30.53858,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-92.1038820838 46.7844469146),1012,11615063,SAINT LOUIS COUNTY PUBLIC HEALTH AND HUMAN SERVICES,218-725-5200,325 WEST 1ST STREET,ARVIG BUILDING SUITE 300,DULUTH,MN,55802,1605,ST LOUIS,27137,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,100900969,-92.103882,46.784447,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.ST-LOUIS.MN.US/SLCPORTAL/SITEMAP/HOMEPAGE/DEPARTMENTS/PUBLICHEALTHANDHUMANSERVICES/TABID/86/DEFAULT.ASPX,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-120.802258765 38.7331051763),1013,11613110,EL DORADO COUNTY PUBLIC HEALTH DEPARTMENT,530-621-6100,931 SPRING STREET,,PLACERVILLE,CA,95667,4543,EL DORADO,06017,,,,,2009-12-03T00:00:00.000Z,PHONE,2009-12-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,120859582,-120.802259,38.733105,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.EL-DORADO.CA.US/PUBLICHEALTH,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-107.231893999 46.2939855332),1014,11613720,TREASURE COUNTY PUBLIC HEALTH,406-342-5886,405 1/2 PIONEER AVENUE,,HYSHAM,MT,59038,,TREASURE,30103,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-12-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,112993540,-107.231894,46.293985,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TREASURECOUNTYHEALTH.COM/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-110.955123457 41.2553214977),1015,11613304,UINTA COUNTY PUBLIC HEALTH,307-789-9203,350 CITY VIEW DRIVE,SUITE 101,EVANSTON,WY,82930,5305,UINTA,56041,,,,,2009-11-18T00:00:00.000Z,PHONE,2009-11-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,84804063,-110.955123,41.255322,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.UINTACOUNTY.COM/INDEX.ASP?NID=42,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-106.059708179 34.7588750119),1016,11616589,ESTANCIA PUBLIC HEALTH OFFICE,505-384-2351,300 SOUTH 8TH STREET,,ESTANCIA,NM,87016,,TORRANCE,35057,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,84088002,-106.059708,34.758875,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,NMDOH,STATE,0,,
POINT (-121.03129739 39.2199857223),1017,11613129,NEVADA COUNTY PUBLIC HEALTH DEPARTMENT,530-265-1450,500 CROWN POINT CIRCLE,SUITE 110,GRASS VALLEY,CA,95945,9514,NEVADA,06057,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,105594250,-121.031297,39.219986,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://NEW.MYNEVADACOUNTY.COM/PH/INDEX.CFM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-117.460078693 33.916624131),1018,11613133,RIVERSIDE COUNTY PUBLIC HEALTH DEPARTMENT,951-358-5000,4065 COUNTY CIRCLE DRIVE,,RIVERSIDE,CA,92503,3410,RIVERSIDE,06065,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,24321930,-117.460079,33.916624,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RIVCOPH.ORG/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-114.262417841 43.4702801839),1019,11616843,SOUTH CENTRAL PUBLIC HEALTH DISTRICT - BELLEVUE OFFICE,208-788-4335,117 EAST ASH STREET,,BELLEVUE,ID,83313,,BLAINE,16013,,,,,2009-12-08T00:00:00.000Z,PHONE,2009-12-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,114790790,-114.262418,43.47028,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.PHD5.IDAHO.GOV/OFFICES/INDEX.HTM,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-120.667387466 38.1910954446),1020,11613102,CALAVERAS COUNTY PUBLIC HEALTH DEPARTMENT,209-754-6460,891 MOUNTAIN RANCH ROAD,,SAN ANDREAS,CA,95249,9713,CALAVERAS,06009,,,,,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,116924235,-120.667388,38.191095,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.CALAVERAS.CA.US/DEPARTMENTS/PUB_HEALTH/PHD_MAIN.HTML,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-94.1534014715 36.1101810092),1021,11616502,WASHINGTON COUNTY HEALTH UNIT,479-521-8181,3270 WIMBERLY DRIVE,,FAYETTEVILLE,AR,72703,4032,WASHINGTON,05143,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,112385523,-94.153402,36.110181,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHYARKANSAS.COM/UNITS/NWS_P2.PHP#WASHINGTON,80028,,ARGIO/ARDOH,LOCAL,0,,t
POINT (-102.72166109 40.130596187),1022,11615255,NORTHEAST COLORADO HEALTH DEPARTMENT,970-848-0916,529 NORTH ALBANY STREET,SUITE 1120,YUMA,CO,80759,1501,YUMA,08125,,,,,2009-11-19T00:00:00.000Z,PHONE,2009-11-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,85627579,-102.721661,40.130596,NAVTEQ,2009Q2,ONENTITY,,TECHNIGRAPHICS,HTTP://WWW.NCHD.ORG/,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-92.4312098108 39.4159728821),1023,11613610,RANDOLPH COUNTY HEALTH DEPARTMENT,660-263-6643,423 EAST LOGAN STREET,,MOBERLY,MO,65270,2222,RANDOLPH,29175,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109055195,-92.43121,39.415973,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://RANDOLPHCOUNTYHEALTH.ORG/INDEX.HTML,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-104.02951263 30.3093149721),1024,11616903,TEXAS DEPARTMENT OF STATE HEALTH SERVICES - MARFA,432-729-4275,101 NORTH MESA STREET,,MARFA,TX,79843,,PRESIDIO,48377,,,,,2009-12-11T00:00:00.000Z,PHONE,2009-12-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,116340788,-104.029513,30.309315,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DSHS.STATE.TX.US/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-93.8176619532 42.4681874394),1025,11615519,HAMILTON COUNTY PUBLIC HEALTH SERVICES AND HOSPICE,515-832-9565,821 SENECA STREET,,WEBSTER CITY,IA,50595,2228,HAMILTON,19079,,,,,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125685720,-93.817662,42.468187,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HAMILTONCOUNTYPUBLICHEALTH.COM/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-93.5629379854 41.3628602213),1026,11615566,WARREN COUNTY HEALTH SERVICES,515-961-1074,301 NORTH BUXTON STREET,SUITE 203,INDIANOLA,IA,50125,1801,WARREN,19181,,,,,2009-11-20T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,96409373,-93.562938,41.36286,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-146.346523378 61.1364567184),1027,11613659,VALDEZ PUBLIC HEALTH CENTER,907-835-4612,911 MEALS AVENUE,,VALDEZ,AK,99686,,VALDEZ-CORDOVA,02261,,,,,2009-11-20T00:00:00.000Z,PHONE,2009-11-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124880364,-146.346523,61.136457,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-112.46083532 34.608507609),1028,11616743,YAVAPAI COUNTY COMMUNITY HEALTH SERVICES,928-771-3122,1090 COMMERCE DRIVE,,PRESCOTT,AZ,86305,3700,YAVAPAI,04025,,,,,2009-12-03T00:00:00.000Z,PHONE,2009-12-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,716684615,-112.460835,34.608508,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.YAVAPAI.AZ.US/HEALTH.ASPX,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-109.214214828 41.5789427772),1029,11613322,SWEETWATER COUNTY PUBLIC HEALTH,307-922-5390,731 C STREET,SWEETWATER COUNTY COURTHOUSE SUITE 315,ROCK SPRINGS,WY,82901,6202,SWEETWATER,56037,,,,,2009-11-19T00:00:00.000Z,PHONE,2009-11-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,84783140,-109.214215,41.578943,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-117.27948271 45.4313316999),1030,11616615,WALLOWA COUNTY HEALTH DEPARTMENT,541-426-4848,758 NORTHWEST 1ST STREET,,ENTERPRISE,OR,97828,1527,WALLOWA,41063,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,87428271,-117.279483,45.431332,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-93.216443365 38.6972327498),1031,11613604,PETTIS COUNTY HEALTH CENTER,660-827-1130,911 EAST 16TH STREET,,SEDALIA,MO,65301,7733,PETTIS,29159,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109102317,-93.216443,38.697233,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://PETTIS.LPHAMO.ORG/PCHC_HOME.HTML,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-91.773881062 37.9458836979),1032,11613605,PHELPS / MARIES COUNTY HEALTH DEPARTMENT,573-458-6010,200 NORTH MAIN STREET,SUITE G51,ROLLA,MO,65401,3070,PHELPS,29161,,,,,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109163250,-91.773881,37.945884,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://PHELPSCOUNTYHEALTH.COM/,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-99.9139600841 34.6932712826),1033,11612971,HARMON COUNTY HEALTH DEPARTMENT,580-688-3348,1104 NORTH 7TH STREET,,HOLLIS,OK,73550,1445,HARMON,40057,,,,,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,100361641,-99.91396,34.693271,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-105.157101969 38.9424409197),1034,11615252,TELLER COUNTY PUBLIC HEALTH DEPARTMENT,719-687-6416,11115 UNITED STATES HIGHWAY 24,,DIVIDE,CO,80814,,TELLER,08119,,,,,2009-11-20T00:00:00.000Z,PHONE,2009-11-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,101909373,-105.157102,38.942441,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TELLERCOUNTYPUBLICHEALTH.ORG/,80028,,TECHNIGRAPHICS,LOCAL,0,,
POINT (-101.029749678 47.2878668022),1035,11614416,FIRST DISTRICT HEALTH UNIT - MCLEAN COUNTY,701-462-3330,703 2ND AVENUE,,WASHBURN,ND,58577,,MCLEAN,38055,,,,,2009-11-19T00:00:00.000Z,PHONE,2009-11-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,100813865,-101.02975,47.287867,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.FDHU.ORG/WASHBURN.SHTML,80028,,TECHNIGRAPHICS,LOCAL,0,,t
POINT (-151.254123892 60.5576123333),1036,11613651,KENAI PUBLIC HEALTH CENTER,907-335-3400,630 BARNACLE WAY,SUITE A,KENAI,AK,99611,7732,KENAI PENINSULA,02122,,,,,2009-11-18T00:00:00.000Z,PHONE,2009-11-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124884900,-151.254124,60.557612,NAVTEQ,2009Q2,ONENTITY,,TECHNIGRAPHICS,,80028,,TECHNIGRAPHICS,LOCAL,0,,
