geometry,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id
POINT (-83.2180062074 34.1283572709),4011,11514097,REDDY MEDICAL GROUP - DANIELSVILLE,706-795-2211,280 GENERAL DANIELS AVENUE,,DANIELSVILLE,GA,30633,,MADISON,13195,"LOCATED ON THE EAST SIDE OF US-29, APPROX .1MI SOUTH OF GA 98.",,,,2009-02-20T00:00:00.000Z,PHONE,2009-02-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22760761,-83.218006,34.128357,NAVTEQ,2008Q1,ONENTITY,f,TGS,
POINT (-77.1830878833 38.8902604704),4012,10844594,FALLS CHURCH URGENT CARE,703-538-1505,920-B WEST BROAD STREET,,FALLS CHURCH,VA,22046,3137,FALLS CHURCH CITY,51610,LOC ON THE NE SIDE OF W BROAD ST .1 MI SE OF N WEST ST.,,,,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18452441,-77.183088,38.89026,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-75.6154109756 35.9393611633),4013,11527223,OUTER BANKS URGENT CARE,252-261-8040,4923 SOUTH CROATAN HIGHWAY,,NAGS HEAD,NC,27959,9709,DARE,37055,LOCATED ON THE EAST SIDE OF S CROATAN HWY APPROX. 0.10 MILE NORTH OF E MALL DR,,,,2009-04-14T00:00:00.000Z,PHONE,2009-04-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128095157,-75.615411,35.939361,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-81.3225918561 29.8080963825),4014,11241421,TOWNSEND CLINIC,904-461-1901,4475 UNITED STATES HIGHWAY 1,,SAINT AUGUSTINE,FL,32086,,ST JOHNS,12109,ON THE SW SIDE OF US-1 BETWEEN SOUTHWOOD LAKE DR AND BELLA TERRA DR,,,,2009-02-03T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",42737156,-81.322592,29.808096,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-79.1166155866 37.4681138538),4015,11521794,AMELON IMMEDIATE CARE,434-929-1095,200 AMELON SQUARE,,MADISON HEIGHTS,VA,24572,5981,AMHERST,51009,LOCATED ON THE NORTHEAST CORNER OF AMHERST HWY AND AMELON SQ,,,,2009-03-30T00:00:00.000Z,PHONE,2009-03-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123408417,-79.116616,37.468114,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-77.2313178571 38.8649766271),4016,11241568,FAIRFAX CONVENIENT CARE,703-849-0900,8301 ARLINGTON BOULEVARD,SUITE 100,FAIRFAX,VA,22031,2902,FAIRFAX,51059,ON THE EAST SIDE OF WILLIAMS DR BETWEEN WILLOW OAKS CORPORATE DR AND ARLINGTON BLVD,,,,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18356918,-77.231318,38.864977,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-74.6377729456 40.3228921774),4017,10193980,PRINCETON PRIMARY AND URGENT CARE CENTER LIMITED LIABILITY COMPANY,609-919-0009,707 ALEXANDER ROAD,SUITE 201,PRINCETON,NJ,08540,6331,MERCER,34021,LOCATED ON THE NORTHEAST SIDE OF ALEXANDER ROAD .1 MILES NORTHWEST OF THE INTERSECTION OF ROSZEL ROAD AND ALEXANDER ROAD.,,,,2009-01-26T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",743356444,-74.637773,40.322892,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_2609
POINT (-82.6155319381 39.0509212702),4018,10422029,HOLZER CLINIC - JACKSON,740-395-8805,280 PATTONSVILLE ROAD,,JACKSON,OH,45640,9452,JACKSON,39079,S SIDE OF E BROADWAY ST ABOUT .1 MI W OF KESSINGER SCHOOL RD.,,,,2009-01-29T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115978325,-82.615532,39.050921,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_2969
POINT (-75.60446421 39.299805792),4019,10993674,SMYRNA MEDICAL AID UNIT,302-659-4545,100 SOUTH MAIN STREET,,SMYRNA,DE,19977,1477,KENT,10001,LOC ON THE E CORNER OF S MAIN ST AND E SOUTH ST.,,,,2009-01-26T00:00:00.000Z,PHONE,2009-01-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90767684,-75.604464,39.299806,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-86.6410981863 36.0765015046),4020,10425865,TENNESSEE URGENT CARE ASSOCIATES - ANTIOCH FACILITY,615-399-6898,2553 MURFREESBORO PIKE,,NASHVILLE,TN,37217,3547,DAVIDSON,47037,LOCATED AT THE SOUTH CORNER OF DOVER GLEN DRIVE AND MURFREESBORO PIKE.,,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31401939,-86.641098,36.076501,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-75.8266253804 40.1556908109),4021,10194150,SAINT JOSEPH HEALTH NETWORK URGENT AND DIAGNOSTIC CARE,610-913-1234,45 SOUTH PINE STREET,,ELVERSON,PA,19520,9720,CHESTER,42029,"LOC ON THE EAST SIDE OF S PINE ST, APPR .1 MILES SOUTH OF E MAIN ST.",,,,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",32777586,-75.826625,40.155691,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_3196
POINT (-83.6940191831 32.5468938088),4022,11513823,EMERGENCY CARE AT LAKE JOY,478-987-0323,1118 STATE HIGHWAY 96,,KATHLEEN,GA,31047,,HOUSTON,13153,"LOCATED ON THE SOUTHEAST SIDE OF GA-96, APRROX .3MI SOUTHWEST OF LAKE JOY ROAD.",,,,2009-02-19T00:00:00.000Z,PHONE,2009-02-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",133504601,-83.694019,32.546894,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-80.6205818159 28.0848917525),4023,10421601,MELBOURNE MEDICAL CENTER,321-728-0000,15 EAST HIBISCUS BOULEVARD,,MELBOURNE,FL,32901,3101,BREVARD,12009,LOCATED ON THE S SIDE OF E HIBISCUS BLVD .07 MILES E OF BABCOCK ST S.,,,,2008-01-23T00:00:00.000Z,PHONE,2008-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",36457725,-80.620582,28.084892,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_1218
POINT (-80.4036910186 27.660728727),4024,10842334,INDIAN RIVER WALK IN CLINIC,772-778-1400,1880 37TH STREET,,VERO BEACH,FL,32960,6591,INDIAN RIVER,12061,LOC ON THE NORTHEAST CORNER OF US-1 AND 37TH STREET.,,,,2008-12-24T00:00:00.000Z,PHONE,2008-12-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106066547,-80.403691,27.660729,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-80.4756256851 35.6728380998),4025,10421917,PROMED MINOR EMERGENCY CENTER,704-216-2504,628 WEST INNES STREET,,SALISBURY,NC,28144,4143,ROWAN,37159,LOC AT THE SOUTHEAST CORNER OF NORTH CRAIGE STREET AND WEST INNES STREET.,,,,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102409617,-80.475626,35.672838,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_2450
POINT (-79.0085074757 34.6357197379),4026,10421908,NEXTCARE URGENT CARE - LUMBERTON,910-738-7241,2601 NORTH ELM STREET,PROFESSIONAL PLAZA SUITE A,LUMBERTON,NC,28358,,ROBESON,37155,LOC AT THE NORTHWEST CORNER OF WEST 26TH STREET AND NORTH ELM STREET.,,,,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125341179,-79.008507,34.63572,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_2403
POINT (-80.3867275553 36.0432451303),4027,10425860,CLEMMONS URGENT AND PRIMARY CARE,336-712-8225,2245 LEWISVILLE CLEMMONS ROAD,SUITE C,CLEMMONS,NC,27012,7461,FORSYTH,37067,ON THE EAST SIDE OF LEWISVILLE CLEMMONS ROAD BETWEEN SOUTH PEACE HAVEN ROAD AND SEDALIA DRIVE,,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17067099,-80.386728,36.043245,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-76.7987943862 34.7360697269),4028,10425857,BEACHCARE URGENT MEDICAL CARE,252-808-3696,5059 STATE HIGHWAY 70 WEST,,MOREHEAD CITY,NC,28557,,CARTERET,37031,ON THE SOUTH SIDE OF US-70 .12 MILES EAST OF JONES ROAD,,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",704996903,-76.798794,34.73607,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-72.6497038631 40.9316429835),4029,10425872,ISLAND URGENT MEDICAL CARE,631-727-8032,1228 EAST MAIN STREET,,RIVERHEAD,NY,11901,2675,SUFFOLK,36103,LOCATED ON THE W SIDE OF E MAIN ST AND SUNRISE AVE T-INTERSECTION.,,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127783052,-72.649704,40.931643,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-82.1062508534 33.5079068367),4030,10421613,UNIVERSITY HOSPITAL MEDICAL CENTER - COLUMBIA COUNTY,706-868-3220,4106 COLUMBIA ROAD,SUITE 103,AUGUSTA,GA,30907,1482,COLUMBIA,13073,LOCATED AT THE SW CORNER OF COLUMBIA ROAD AND FLOWING WELLS ROAD.,,,,2008-01-23T00:00:00.000Z,PHONE,2008-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",114482634,-82.106251,33.507907,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,UC_1295
POINT (-82.04585505 39.0386831887),4031,10194110,HOLZER CLINIC - MEIGS-POMEROY,740-992-0060,88 EAST MEMORIAL DRIVE,,POMEROY,OH,45769,9569,MEIGS,39105,LOCATED ON THE SOUTH SIDE OF THE NORTHERN MOST E MEMORIAL DR APPROX .1 MILE WEST OF MULBERRY AVE,,,,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115971883,-82.045855,39.038683,NAVTEQ,2008Q1,ONENTITY,t,TGS,UC_3054
POINT (-77.6031248331 38.8034237858),4032,10425817,ADVANCED URGENT CARE PRIVATE CORPORATION,571-261-4165,7200 HERITAGE VILLAGE PLAZA,SUITE 101,GAINESVILLE,VA,20155,3070,PRINCE WILLIAM,51153,LOC ON THE SW SIDE OF HERITAGE VILLAGE PLZ APPROX 0.11MILES SW OF THE EASTERNMOST INTERSECTION OF HEALTHCOTE BLVD AND HERITAGE VILLAGE PLZ,,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128073542,-77.603125,38.803424,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-82.3311877749 27.8574104205),4033,10425858,BOYETTE WALK-IN CLINIC,813-741-2100,10508 GIBSONTON DRIVE,,RIVERVIEW,FL,33569,5434,HILLSBOROUGH,12057,"LOCATED ON THE NORTH SIDE OF GIBSONTON DRIVE, BETWEEN OAK RIDGE AVENUE AND MATHOG ROAD.",,,,2008-02-06T00:00:00.000Z,PHONE,2008-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23166817,-82.331188,27.857411,NAVTEQ,2008Q1,BLOCKFACE,t,TGS,
POINT (-78.9329181317 35.0382919866),4034,10844654,MED ONE CARE,910-401-5688,413 OWEN DRIVE,SUITE 202,FAYETTEVILLE,NC,28304,3411,CUMBERLAND,37051,"LOC ON THE EAST SIDE OF OWEN DR, LESS THAN .1 MILES SOUTH OF PLAYER AVE.",,,,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102701286,-78.932918,35.038292,NAVTEQ,2008Q1,ONENTITY,t,TGS,
POINT (-79.8456938097 36.6929836106),4035,10468059,MARTINSVILLE URGENT CARE LIMITED LIABILITY COMPANY,276-634-0010,1044 EAST CHURCH STREET,,MARTINSVILLE,VA,24112,3232,MARTINSVILLE CITY,51690,LOCATED ON THE SOUTHWEST CORNER OF SALMON ST AND E CHURCH ST,,,,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101696301,-79.845694,36.692984,NAVTEQ,2008Q1,ONENTITY,t,TGS,
