geometry,ident,type,name,latitude_d,longitude,elevation,continent,iso_countr,iso_region,municipali,scheduled,gps_code,iata_code,status,objectid
POINT (39.78969955 40.99509811),LTCG,large_airport,Trabzon International Airport,40.99509811,39.78969955,104,Asia,TR,TR-61,Trabzon,yes,LTCG,TZX,Restrictions,1248
POINT (38.8470993 37.09429932),LTCH,medium_airport,?anl?urfa Airport,37.09429932,38.8470993,1483,Asia,TR,TR-63,?anl?urfa,yes,LTCH,SFQ,Restrictions,1249
POINT (43.33229828 38.46820068),LTCI,medium_airport,Van Ferit Melen Airport,38.46820068,43.33229828,5480,Asia,TR,TR-65,Van,yes,LTCI,VAN,Restrictions,1250
POINT (41.11660004 37.92900085),LTCJ,medium_airport,Batman Airport,37.92900085,41.11660004,1822,Asia,TR,TR-72,Batman,yes,LTCJ,BAL,Restrictions,1251
POINT (41.66120148 38.74779892),LTCK,medium_airport,Mu? Airport,38.74779892,41.66120148,4157,Asia,TR,TR-49,Mu?,yes,LTCK,MSR,Restrictions,1252
POINT (36.95352173 37.53882599),LTCN,medium_airport,Kahramanmara? Airport,37.53882599,36.95352173,1723,Asia,TR,TR-46,Kahramanmara?,yes,LTCN,KCM,Restrictions,1253
POINT (43.02597809 39.65454102),LTCO,medium_airport,A?r? Airport,39.65454102,43.02597809,5462,Asia,TR,TR-04,,yes,LTCO,AJI,Restrictions,1254
POINT (38.46889877 37.73139954),LTCP,medium_airport,Ad?yaman Airport,37.73139954,38.46889877,2216,Asia,TR,TR-02,Ad?yaman,yes,LTCP,ADF,Restrictions,1255
POINT (40.63169861 37.22330093),LTCR,medium_airport,Mardin Airport,37.22330093,40.63169861,1729,Asia,TR,TR-47,Mardin,yes,LTCR,MQM,Restrictions,1256
POINT (30.36840057 37.85540009),LTFC,large_airport,Süleyman Demirel International Airport,37.85540009,30.36840057,2835,Asia,TR,TR-32,Isparta,yes,LTFC,ISE,Restrictions,1257
POINT (27.01379967 39.55459976),LTFD,medium_airport,Bal?kesir Körfez Airport,39.55459976,27.01379967,50,Asia,TR,TR-10,Edremit,yes,LTFD,EDO,Restrictions,1258
POINT (27.66430092 37.25059891),LTFE,large_airport,Milas Bodrum International Airport,37.25059891,27.66430092,21,Asia,TR,TR-48,Bodrum,yes,LTFE,BJV,Restrictions,1259
POINT (29.30920029 40.89860153),LTFJ,large_airport,Sabiha Gökçen International Airport,40.89860153,29.30920029,312,Asia,TR,TR-34,Istanbul,yes,LTFJ,SAW,Restrictions,1260
POINT (36.28222275 36.36277771),LTDA,medium_airport,Hatay Airport,36.36277771,36.28222275,269,Asia,TR,TR-31,Hatay,yes,LTDA,HTY,Restrictions,1261
POINT (38.89559174 37.44566345),LTCS,medium_airport,?anl?urfa GAP Airport,37.44566345,38.89559174,2708,Asia,TR,TR-63,?anl?urfa,yes,LTCS,GNY,Restrictions,1262
POINT (42.0582 37.3647),LTCV,medium_airport,??rnak ?erafettin Elçi Airport,37.3647,42.0582,2038,Asia,TR,TR-73,??rnak,yes,LTCV,NKT,Restrictions,1263
POINT (44.2381 37.5497),LTCW,medium_airport,Hakkari Yüksekova Airport,37.5497,44.2381,6090,Asia,TR,TR-30,Hakkari,yes,LTCW,YKO,Restrictions,1264
POINT (32.30059814 36.29921722),LTGP,medium_airport,Gazipa?a Airport,36.29921722,32.30059814,86,Asia,TR,TR-07,Gazipa?a,yes,LTFG,GZP,Restrictions,1265
POINT (43.87664795 39.97662735),TR-0026,medium_airport,I?d?r Airport,39.97662735,43.87664795,3101,Asia,TR,TR-76,I?d?r,yes,LTCT,IGD,Restrictions,1266
POINT (118.359001 24.4279),RCBS,large_airport,Kinmen Airport,24.4279,118.359001,93,Asia,TW,TW-X-KM,Shang-I,yes,RCBS,KNH,,1267
POINT (119.958 26.1598),RCFG,medium_airport,Matsu Nangan Airport,26.1598,119.958,232,Asia,TW,TW-X-LK,Nangang Island,yes,RCFG,LZN,,1268
POINT (121.1019974 22.75499916),RCFN,medium_airport,Taitung Airport,22.75499916,121.1019974,143,Asia,TW,TW-TTT,Taitung City,yes,RCFN,TTT,,1269
POINT (120.3499985 22.57710075),RCKH,large_airport,Kaohsiung International Airport,22.57710075,120.3499985,31,Asia,TW,TW-KHH,Kaohsiung City,yes,RCKH,KHH,Restrictions,1270
POINT (120.3929977 23.46179962),RCKU,medium_airport,Chiayi Airport,23.46179962,120.3929977,85,Asia,TW,TW-CYQ,Chiayi City,yes,RCKU,CYI,,1271
POINT (120.7300034 22.04109955),RCKW,medium_airport,Hengchun Airport,22.04109955,120.7300034,46,Asia,TW,TW-PIF,Hengchung,yes,RCKW,HCN,,1272
POINT (121.5350037 22.02700043),RCLY,medium_airport,Lanyu Airport,22.02700043,121.5350037,44,Asia,TW,TW-TTT,Orchid Island,yes,RCLY,KYD,,1273
POINT (120.6210022 24.26469994),RCMQ,medium_airport,Taichung Ching Chuang Kang Airport,24.26469994,120.6210022,663,Asia,TW,TW-TXG,Taichung City,yes,RCMQ,RMQ,,1274
POINT (120.002998 26.224199),RCMT,medium_airport,Matsu Beigan Airport,26.224199,120.002998,41,Asia,TW,TW-X-LK,Beigan Island,yes,RCMT,MFK,,1275
POINT (120.2060013 22.9503994),RCNN,medium_airport,Tainan Airport,22.9503994,120.2060013,63,Asia,TW,TW-TNN,Tainan City,yes,RCNN,TNN,,1276
POINT (119.6279984 23.56870079),RCQC,medium_airport,Makung Airport,23.56870079,119.6279984,103,Asia,TW,TW-PEN,Makung City,yes,RCQC,MZG,,1277
POINT (120.4820023 22.70019913),RCSQ,medium_airport,Pingtung North Airport,22.70019913,120.4820023,97,Asia,TW,TW-PIF,Pingtung,yes,RCSQ,PIF,,1278
POINT (121.552002 25.06940079),RCSS,medium_airport,Taipei Songshan Airport,25.06940079,121.552002,18,Asia,TW,TW-TPE,Taipei City,yes,RCSS,TSA,,1279
POINT (121.233002 25.0777),RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,Asia,TW,TW-TAO,Taipei,yes,RCTP,TPE,Restrictions,1280
POINT (121.6179962 24.0230999),RCYU,medium_airport,Hualien Airport,24.0230999,121.6179962,52,Asia,TW,TW-HUA,Hualien City,yes,RCYU,HUN,,1281
POINT (60.64170074 41.58430099),UTNU,medium_airport,Urgench Airport,41.58430099,60.64170074,320,Asia,UZ,UZ-XO,Urgench,yes,UTNU,UGC,,1282
POINT (64.48329926 39.77500153),UTSB,medium_airport,Bukhara Airport,39.77500153,64.48329926,751,Asia,UZ,UZ-BU,Bukhara,yes,UTSB,BHK,,1283
POINT (66.9838028 39.70050049),UTSS,medium_airport,Samarkand Airport,39.70050049,66.9838028,2224,Asia,UZ,UZ-SA,Samarkand,yes,UTSS,SKD,,1284
POINT (67.30999756 37.2867012),UTST,medium_airport,Termez Airport,37.2867012,67.30999756,1027,Asia,UZ,UZ-SU,Termez,yes,UTST,TMJ,,1285
POINT (69.28119659 41.25790024),UTTT,large_airport,Tashkent International Airport,41.25790024,69.28119659,1417,Asia,UZ,UZ-TO,Tashkent,yes,UTTT,TAS,,1286
POINT (69.3914032 41.31269836),UTTP,medium_airport,Tashkent East Airport,41.31269836,69.3914032,1574,Asia,UZ,UZ-TO,Tashkent,yes,UTTP,,,1287
POINT (108.1200027 12.66829968),VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,Asia,VN,VN-33,Buon Ma Thuot,yes,VVBM,BMV,,1288
POINT (105.711998 10.08510017),VVCT,medium_airport,Can Tho International Airport,10.08510017,105.711998,9,Asia,VN,VN-02,Can Tho,yes,VVCT,VCA,Restrictions,1289
POINT (103.0080032 21.39749908),VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,1611,Asia,VN,VN-01,Dien Bien Phu,yes,VVDB,DIN,,1290
POINT (108.1989975 16.04389954),VVDN,large_airport,Da Nang International Airport,16.04389954,108.1989975,33,Asia,VN,VN-60,Da Nang,yes,VVDN,DAD,Restrictions,1291
POINT (105.8069992 21.22120094),VVNB,large_airport,Noi Bai International Airport,21.22120094,105.8069992,39,Asia,VN,VN-15,Hanoi,yes,VVNB,HAN,Restrictions,1292
POINT (107.7030029 16.4015007),VVPB,medium_airport,Phu Bai Airport,16.4015007,107.7030029,48,Asia,VN,VN-56,Hue,yes,VVPB,HUI,,1293
POINT (108.0169983 14.00450039),VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,Asia,VN,VN-30,Pleiku,yes,VVPK,PXU,,1294
POINT (103.9931 10.1698),VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,37,Asia,VN,VN-47,Phu Quoc Island,yes,VVPQ,PQC,Restrictions,1295
POINT (106.6520004 10.81879997),VVTS,large_airport,Tan Son Nhat International Airport,10.81879997,106.6520004,33,Asia,VN,VN-23,Ho Chi Minh City,yes,VVTS,SGN,Restrictions,1296
POINT (106.7249985 20.81940079),VVCI,medium_airport,Cat Bi International Airport,20.81940079,106.7249985,6,Asia,VN,VN-61,Haiphong,yes,VVCI,HPH,Restrictions,1297
POINT (109.2190018 11.99820042),VVCR,medium_airport,Cam Ranh Airport,11.99820042,109.2190018,40,Asia,VN,VN-34,Nha Trang,yes,VVCR,CXR,,1298
POINT (106.6330032 8.731829643),VVCS,medium_airport,Co Ong Airport,8.731829643,106.6330032,20,Asia,VN,VN-14,Con Ong,yes,VVCS,VCS,,1299
POINT (109.0419998 13.95499992),VVPC,medium_airport,Phu Cat Airport,13.95499992,109.0419998,80,Asia,VN,VN-31,Quy Nohn,yes,VVPC,UIH,,1300
POINT (105.1323795 9.958029972),VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,7,Asia,VN,VN-47,Rach Gia,yes,VVRG,VKG,,1301
POINT (109.3339996 13.04959965),VVTH,medium_airport,Dong Tac Airport,13.04959965,109.3339996,20,Asia,VN,VN-49,Tuy Hoa,yes,VVTH,TBB,,1302
POINT (105.6709976 18.73760033),VVVH,medium_airport,Vinh Airport,18.73760033,105.6709976,23,Asia,VN,VN-26,Vinh,yes,VVVH,VII,,1303
POINT (106.590556 17.515),VN-0001,medium_airport,Dong Hoi Airport,17.515,106.590556,59,Asia,VN,VN-24,Dong Hoi,yes,VVDH,VDH,,1304
POINT (108.0169983 14.35000038),VN-KON,medium_airport,Kontum Airport,14.35000038,108.0169983,1804,Asia,VN,VN-28,Kontum,yes,,KON,,1305
POINT (105.177778 9.177667),VVCM,medium_airport,Cà Mau Airport,9.177667,105.177778,6,Asia,VN,VN-59,Ca Mau City,yes,VVCM,CAH,,1306
POINT (45.02880096 12.8295002),OYAA,medium_airport,Aden International Airport,12.8295002,45.02880096,7,Asia,YE,YE-AD,Aden,yes,OYAA,ADE,,1307
POINT (52.17499924 16.19169998),OYGD,medium_airport,Al Ghaidah International Airport,16.19169998,52.17499924,134,Asia,YE,YE-MR,,yes,OYGD,AAY,,1308
POINT (42.97629929 14.75300026),OYHD,medium_airport,Hodeidah International Airport,14.75300026,42.97629929,41,Asia,YE,YE-HU,Hodeida,yes,OYHD,HOD,,1309
POINT (49.375 14.66259956),OYRN,medium_airport,Mukalla International Airport,14.66259956,49.375,54,Asia,YE,YE-HD,Riyan,yes,OYRN,RIY,,1310
POINT (44.21969986 15.47630024),OYSN,medium_airport,Sana'a International Airport,15.47630024,44.21969986,7216,Asia,YE,YE-SN,Sana'a,yes,OYSN,SAH,,1311
POINT (53.90579987 12.63070011),OYSQ,medium_airport,Socotra International Airport,12.63070011,53.90579987,146,Asia,YE,YE-HD,Socotra Islands,yes,OYSQ,SCT,,1312
POINT (48.78829956 15.96609974),OYSY,medium_airport,Sayun International Airport,15.96609974,48.78829956,2097,Asia,YE,YE-HD,Sayun,yes,OYSY,GXF,,1313
POINT (44.13909912 13.68599987),OYTZ,medium_airport,Ta'izz International Airport,13.68599987,44.13909912,4838,Asia,YE,YE-TA,Ta'izz,yes,OYTZ,TAI,,1314
POINT (19.72060013 41.41469955),LATI,large_airport,Tirana International Airport Mother Teresa,41.41469955,19.72060013,126,Europe,AL,AL-11,Tirana,yes,LATI,TIA,Restrictions,1315
POINT (15.43959999 46.99110031),LOWG,medium_airport,Graz Airport,46.99110031,15.43959999,1115,Europe,AT,AT-6,Graz,yes,LOWG,GRZ,,1316
POINT (11.344 47.260201),LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,1907,Europe,AT,AT-7,Innsbruck,yes,LOWI,INN,,1317
POINT (14.3377 46.642502),LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,1472,Europe,AT,AT-2,Klagenfurt am Wörthersee,yes,LOWK,KLU,,1318
POINT (14.1875 48.2332),LOWL,medium_airport,Linz Hörsching Airport,48.2332,14.1875,980,Europe,AT,AT-4,Linz,yes,LOWL,LNZ,,1319
POINT (13.00430012 47.79330063),LOWS,medium_airport,Salzburg Airport,47.79330063,13.00430012,1411,Europe,AT,AT-5,Salzburg,yes,LOWS,SZG,,1320
POINT (16.56970024 48.11029816),LOWW,large_airport,Vienna International Airport,48.11029816,16.56970024,600,Europe,AT,AT-9,Vienna,yes,LOWW,VIE,Restrictions,1321
POINT (17.29750061 44.94139862),LQBK,medium_airport,Banja Luka International Airport,44.94139862,17.29750061,400,Europe,BA,BA-SRP,Banja Luka,yes,LQBK,BNX,Restrictions,1322
POINT (17.84589958 43.28290176),LQMO,medium_airport,Mostar International Airport,43.28290176,17.84589958,156,Europe,BA,BA-BIH,Mostar,yes,LQMO,OMO,Restrictions,1323
POINT (18.3314991 43.82460022),LQSA,large_airport,Sarajevo International Airport,43.82460022,18.3314991,1708,Europe,BA,BA-BIH,Sarajevo,yes,LQSA,SJJ,Restrictions,1324
POINT (4.460279942 51.18939972),EBAW,medium_airport,Antwerp International Airport (Deurne),51.18939972,4.460279942,39,Europe,BE,BE-VAN,Antwerp,yes,EBAW,ANR,Restrictions,1325
POINT (4.48443985 50.90140152),EBBR,large_airport,Brussels Airport,50.90140152,4.48443985,184,Europe,BE,BE-BRU,Brussels,yes,EBBR,BRU,,1326
POINT (4.45382 50.459202),EBCI,large_airport,Brussels South Charleroi Airport,50.459202,4.45382,614,Europe,BE,BE-WHT,Brussels,yes,EBCI,CRL,,1327
POINT (5.443220139 50.63740158),EBLG,large_airport,Liège Airport,50.63740158,5.443220139,659,Europe,BE,BE-WLG,Liège,yes,EBLG,LGG,,1328
POINT (2.862220049 51.19889832),EBOS,medium_airport,Ostend-Bruges International Airport,51.19889832,2.862220049,13,Europe,BE,BE-VWV,Ostend,yes,EBOS,OST,Restrictions,1329
POINT (27.51519966 42.56959915),LBBG,large_airport,Burgas Airport,42.56959915,27.51519966,135,Europe,BG,BG-02,Burgas,yes,LBBG,BOJ,screening,1330
POINT (24.8508 42.067799),LBPD,medium_airport,Plovdiv International Airport,42.067799,24.8508,597,Europe,BG,BG-16,Plovdiv,yes,LBPD,PDV,Restrictions,1331
POINT (23.41143608 42.69669342),LBSF,large_airport,Sofia Airport,42.69669342,23.41143608,1742,Europe,BG,BG-23,Sofia,yes,LBSF,SOF,screening,1332
POINT (58.59560013 51.07249832),UWOR,medium_airport,Orsk Airport,51.07249832,58.59560013,909,Europe,RU,RU-ORE,Orsk,yes,UWOR,OSW,,1333
POINT (-75.09359741 23.17900085),MYLD,medium_airport,Deadman's Cay Airport,23.17900085,-75.09359741,9,North America,BS,BS-LI,Deadman's Cay,yes,MYLD,LGI,,1334
POINT (46.04669952 51.56499863),UWSS,medium_airport,Saratov Central Airport,51.56499863,46.04669952,499,Europe,RU,RU-SAR,Saratov,yes,UWSS,RTW,,1335
POINT (19.3980999 51.72190094),EPLL,medium_airport,?ód? W?adys?aw Reymont Airport,51.72190094,19.3980999,604,Europe,PL,PL-LD,?ód?,yes,EPLL,LCJ,Restrictions,1336
POINT (-5.893109798 37.41799927),LEZL,medium_airport,Sevilla Airport,37.41799927,-5.893109798,112,Europe,ES,ES-AN,Sevilla,yes,LEZL,SVQ,,1337
POINT (112.0299988 66.40039825),UERP,medium_airport,Polyarny Airport,66.40039825,112.0299988,1660,Asia,RU,RU-SA,Yakutia,yes,UERP,PYJ,,1338
POINT (-65.71360016 66.14499664),CYXP,medium_airport,Pangnirtung Airport,66.14499664,-65.71360016,75,North America,CA,CA-NU,Pangnirtung,yes,CYXP,YXP,,1339
POINT (0.535023 41.728185),LEDA,medium_airport,Lleida-Alguaire Airport,41.728185,0.535023,1170,Europe,ES,ES-CT,Lleida,yes,LEDA,ILD,,1340
POINT (20.65180016 52.4510994),EPMO,large_airport,Modlin Airport,52.4510994,20.65180016,341,Europe,PL,PL-MZ,Warsaw,yes,EPMO,WMI,Restrictions,1341
POINT (-73.0134964 22.37949944),MYMM,medium_airport,Mayaguana Airport,22.37949944,-73.0134964,11,North America,BS,BS-MG,Mayaguana,yes,MYMM,MYG,,1342
POINT (55.87440109 54.55749893),UWUU,large_airport,Ufa International Airport,54.55749893,55.87440109,449,Europe,RU,RU-BA,Ufa,yes,UWUU,UFA,Restrictions,1343
POINT (114.0390015 62.53469849),UERR,medium_airport,Mirny Airport,62.53469849,114.0390015,1156,Asia,RU,RU-SA,Mirny,yes,UERR,MJZ,,1344
POINT (0.073333 40.213889),LEDS,medium_airport,Castellón-Costa Azahar Airport,40.213889,0.073333,1145,Europe,ES,ES-CS,Castellón de la Plana,yes,LECH,CDT,,1345
POINT (-122.6790009 53.88940048),CYXS,medium_airport,Prince George Airport,53.88940048,-122.6790009,2267,North America,CA,CA-BC,Prince George,yes,CYXS,YXS,,1346
POINT (16.82629967 52.42100143),EPPO,large_airport,Pozna?-?awica Airport,52.42100143,16.82629967,308,Europe,PL,PL-WP,Pozna?,yes,EPPO,POZ,Restrictions,1347
POINT (50.16429901 53.50490189),UWWW,large_airport,Kurumoch International Airport,53.50490189,50.16429901,477,Europe,RU,RU-SAM,Samara,yes,UWWW,KUF,Restrictions,1348
POINT (23.42429924 68.36260223),EFET,medium_airport,Enontekio Airport,68.36260223,23.42429924,1005,Europe,FI,FI-LL,Enontekio,yes,EFET,ENF,,1349
POINT (42.65660095 18.24040031),OEAB,medium_airport,Abha Regional Airport,18.24040031,42.65660095,6858,Asia,SA,SA-14,Abha,yes,OEAB,AHB,,1350
POINT (-88.40791321 16.51936913),BZ-BGK,medium_airport,Big Creek Airport,16.51936913,-88.40791321,3,North America,BZ,BZ-SC,Big Creek,yes,,BGK,,1351
POINT (-128.576009 54.468498),CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,713,North America,CA,CA-BC,Terrace,yes,CYXT,YXT,,1352
POINT (21.21330071 51.3891983),EPRA,medium_airport,Radom Airport,51.3891983,21.21330071,610,Europe,PL,PL-MZ,Radom,yes,EPRA,RDO,Restrictions,1353
POINT (38.01248074 44.58209263),URKG,medium_airport,Gelendzhik Airport,44.58209263,38.01248074,98,Europe,RU,RU-KDA,Gelendzhik,yes,URKG,GDZ,,1354
POINT (24.9633007 60.31719971),EFHK,large_airport,Helsinki Vantaa Airport,60.31719971,24.9633007,179,Europe,FI,FI-ES,Helsinki,yes,EFHK,HEL,,1355
POINT (49.48519897 25.2852993),OEAH,medium_airport,Al Ahsa Airport,25.2852993,49.48519897,588,Asia,SA,SA-04,,yes,OEAH,HOF,Restrictions,1356
POINT (-88.03250122 17.73469925),BZ-CUK,medium_airport,Caye Caulker Airport,17.73469925,-88.03250122,1,North America,BZ,BZ-BZ,Caye Caulker,yes,,CUK,,1357
POINT (-81.1539 43.035599),CYXU,medium_airport,London Airport,43.035599,-81.1539,912,North America,CA,CA-ON,London,yes,CYXU,YXU,,1358
POINT (22.0189991 50.11000061),EPRZ,medium_airport,Rzeszów-Jasionka Airport,50.11000061,22.0189991,675,Europe,PL,PL-PK,Rzeszów,yes,EPRZ,RZE,Restrictions,1359
POINT (143.1150055 64.55000305),UEMT,medium_airport,Ust-Nera Airport,64.55000305,143.1150055,1805,Europe,RU,RU-SA,Ust-Nera,yes,UEMT,USR,,1360
POINT (27.40530014 68.6072998),EFIV,medium_airport,Ivalo Airport,68.6072998,27.40530014,481,Europe,FI,FI-LL,Ivalo,yes,EFIV,IVL,,1361
POINT (41.63430023 20.29610062),OEBA,medium_airport,Al Baha Airport,20.29610062,41.63430023,5486,Asia,SA,SA-11,,yes,OEBA,ABT,,1362
POINT (-88.04109955 17.70079994),BZ-CYC,medium_airport,Caye Chapel Airport,17.70079994,-88.04109955,3,North America,BZ,BZ-BZ,Caye Chapel,yes,,CYC,,1363
POINT (-122.3610001 49.02529907),CYXX,medium_airport,Abbotsford Airport,49.02529907,-122.3610001,195,North America,CA,CA-BC,Abbotsford,yes,CYXX,YXX,,1364
POINT (14.90219975 53.58470154),EPSC,medium_airport,"Szczecin-Goleniów ""Solidarno??"" Airport",53.58470154,14.90219975,154,Europe,PL,PL-ZP,Goleniow,yes,EPSC,SZZ,Restrictions,1365
POINT (114.0800018 71.92790222),UERS,medium_airport,Saskylakh Airport,71.92790222,114.0800018,*****,Europe,RU,RU-SA,Saskylakh,yes,UERS,SYS,,1366
POINT (29.60750008 62.66289902),EFJO,medium_airport,Joensuu Airport,62.66289902,29.60750008,398,Europe,FI,FI-IS,Joensuu / Liperi,yes,EFJO,JOE,,1367
POINT (42.6208992 19.9843998),OEBH,medium_airport,Bisha Airport,19.9843998,42.6208992,3887,Asia,SA,SA-14,,yes,OEBH,BHH,,1368
POINT (-88.41190338 18.38220024),BZ-CZH,medium_airport,Corozal Municipal Airport,18.38220024,-88.41190338,40,North America,BZ,BZ-CZL,Corozal,yes,,CZH,,1369
POINT (-135.0670013 60.70959854),CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,60.70959854,-135.0670013,2317,North America,CA,CA-YT,Whitehorse,yes,CYXY,YXY,,1370
POINT (20.96710014 52.16569901),EPWA,large_airport,Warsaw Chopin Airport,52.16569901,20.96710014,362,Europe,PL,PL-MZ,Warsaw,yes,EPWA,WAW,Restrictions,1371
POINT (155.7449951 62.45700073),UHMF,medium_airport,Omsukchan Airport,62.45700073,155.7449951,1732,Europe,RU,RU-MAG,Omsukchan,yes,UHMF,,,1372
POINT (53.12189865 67.63999939),ULAM,medium_airport,Naryan Mar Airport,67.63999939,53.12189865,36,Europe,RU,RU-NEN,Naryan Mar,yes,ULAM,NNM,,1373
POINT (38.01580048 59.27360153),ULBC,medium_airport,Cherepovets Airport,59.27360153,38.01580048,377,Europe,RU,RU-VLG,Cherepovets,yes,ULWC,CEE,,1374
POINT (46.69749832 61.2358017),ULKK,medium_airport,Kotlas Airport,61.2358017,46.69749832,184,Europe,RU,RU-ARK,Kotlas,yes,ULKK,KSZ,,1375
POINT (38.21 46.68),URKE,medium_airport,Yeysk Airport,46.68,38.21,60,Europe,RU,RU-KDA,Yeysk,yes,URKE,EIK,,1376
POINT (45.01259995 43.32229996),URMS,medium_airport,Magas Airport,43.32229996,45.01259995,1165,Europe,RU,RU-IN,Magas,yes,URMS,IGT,,1377
POINT (153.7364 67.4805),UESK,medium_airport,Srednekolymsk Airport,67.4805,153.7364,60,Europe,RU,RU-SA,Srednekolymsk,yes,UESK,SEK,,1378
POINT (22.12199974 65.54380035),ESPA,large_airport,Luleå Airport,65.54380035,22.12199974,65,Europe,SE,SE-BD,Luleå,yes,ESPA,LLA,,1379
POINT (17.91860008 59.65190125),ESSA,large_airport,Stockholm-Arlanda Airport,59.65190125,17.91860008,137,Europe,SE,SE-AB,Stockholm,yes,ESSA,ARN,,1380
POINT (17.94169998 59.35440063),ESSB,medium_airport,Stockholm-Bromma Airport,59.35440063,17.94169998,47,Europe,SE,SE-AB,Stockholm,yes,ESSB,BMA,,1381
POINT (15.51519966 60.42200089),ESSD,medium_airport,Borlange Airport,60.42200089,15.51519966,503,Europe,SE,SE-W,,yes,ESSD,BLE,,1382
POINT (15.68050003 58.40620041),ESSL,medium_airport,Linköping City Airport,58.40620041,15.68050003,172,Europe,SE,SE-E,Linköping,yes,ESSL,LPI,,1383
POINT (16.25060081 58.5862999),ESSP,medium_airport,Norrköping Airport,58.5862999,16.25060081,32,Europe,SE,SE-E,Norrköping,yes,ESSP,NRK,,1384
POINT (12.99129963 60.1576004),ESST,medium_airport,Torsby Airport,60.1576004,12.99129963,393,Europe,SE,SE-S,,yes,ESST,TYF,,1385
POINT (18.34620094 57.66279984),ESSV,medium_airport,Visby Airport,57.66279984,18.34620094,164,Europe,SE,SE-I,Visby,yes,ESSV,VBY,,1386
POINT (12.84710026 56.29610062),ESTA,medium_airport,Ängelholm-Helsingborg Airport,56.29610062,12.84710026,68,Europe,SE,SE-M,Ängelholm,yes,ESTA,AGH,,1387
POINT (17.69659996 64.96089935),ESUD,medium_airport,Storuman Airport,64.96089935,17.69659996,915,Europe,SE,SE-AC,,yes,ESUD,SQO,,1388
POINT (15.08279991 65.80609894),ESUT,medium_airport,Hemavan Airport,65.80609894,15.08279991,1503,Europe,SE,SE-AC,,yes,ESUT,HMV,,1389
POINT (14.50030041 63.19440079),ESNZ,medium_airport,Åre Östersund Airport,63.19440079,14.50030041,1233,Europe,SE,SE-Z,Östersund,yes,ESNZ,OSD,,1390
POINT (15.26500034 56.26670074),ESDF,medium_airport,Ronneby Airport,56.26670074,15.26500034,191,Europe,SE,SE-K,,yes,ESDF,RNB,,1391
POINT (12.27980042 57.66279984),ESGG,large_airport,Gothenburg-Landvetter Airport,57.66279984,12.27980042,506,Europe,SE,SE-Q,Gothenburg,yes,ESGG,GOT,,1392
POINT (14.06869984 57.75759888),ESGJ,medium_airport,Jönköping Airport,57.75759888,14.06869984,741,Europe,SE,SE-F,Jönköping,yes,ESGJ,JKG,,1393
POINT (11.87040043 57.77470016),ESGP,medium_airport,Gothenburg City Airport,57.77470016,11.87040043,59,Europe,SE,SE-Q,Gothenburg,yes,ESGP,GSE,,1394
POINT (12.34500027 58.31809998),ESGT,medium_airport,Trollhättan-Vänersborg Airport,58.31809998,12.34500027,137,Europe,SE,SE-Q,Trollhättan,yes,ESGT,THN,,1395
POINT (14.51140022 60.957901),ESKM,medium_airport,Mora Airport,60.957901,14.51140022,634,Europe,SE,SE-W,,yes,ESKM,MXX,,1396
POINT (16.91220093 58.78860092),ESKN,medium_airport,Stockholm Skavsta Airport,58.78860092,16.91220093,140,Europe,SE,SE-D,Stockholm / Nyköping,yes,ESKN,NYO,,1397
POINT (14.08549976 55.92169952),ESMK,medium_airport,Kristianstad Airport,55.92169952,14.08549976,76,Europe,SE,SE-M,Kristianstad,yes,ESMK,KID,,1398
POINT (16.28759956 56.6855011),ESMQ,medium_airport,Kalmar Airport,56.6855011,16.28759956,17,Europe,SE,SE-H,,yes,ESMQ,KLR,,1399
POINT (13.37619781 55.53630536),ESMS,large_airport,Malmö Sturup Airport,55.53630536,13.37619781,236,Europe,SE,SE-M,Malmö,yes,ESMS,MMX,,1400
POINT (12.82019997 56.69110107),ESMT,medium_airport,Halmstad Airport,56.69110107,12.82019997,101,Europe,SE,SE-N,Halmstad,yes,ESMT,HAD,,1401
POINT (14.72799969 56.92910004),ESMX,medium_airport,Växjö Kronoberg Airport,56.92910004,14.72799969,610,Europe,SE,SE-G,Växjö,yes,ESMX,VXO,,1402
POINT (14.4229002 62.04779816),ESND,medium_airport,Sveg Airport,62.04779816,14.4229002,1178,Europe,SE,SE-Z,,yes,ESND,EVG,,1403
POINT (20.81459999 67.13240051),ESNG,medium_airport,Gällivare Airport,67.13240051,20.81459999,1027,Europe,SE,SE-BD,Gällivare,yes,ESNG,GEV,,1404
POINT (17.76889992 63.04859924),ESNK,medium_airport,Kramfors Sollefteå Airport,63.04859924,17.76889992,34,Europe,SE,SE-Y,Kramfors / Sollefteå,yes,ESNK,KRF,,1405
POINT (18.71619987 64.5483017),ESNL,medium_airport,Lycksele Airport,64.5483017,18.71619987,705,Europe,SE,SE-AC,,yes,ESNL,LYC,,1406
